slug,race,candidate,party,votes,party_total_votes,reported_pct,race_status,race_total_votes
state-representative-district-42,State Representative - District 42,Jessica Catron,Republican,"3,346","7,542",44.365,33 of 33 Precincts Reported,"9,484"
state-representative-district-42,State Representative - District 42,Jeff Porter,Republican,"4,196","7,542",55.635,33 of 33 Precincts Reported,"9,484"
state-representative-district-42,State Representative - District 42,Joseph Widner,Democratic,"1,942","1,942",100.000,33 of 33 Precincts Reported,"9,484"
state-representative-district-43,State Representative - District 43,Kent Haden,Republican,"3,635","4,619",78.697,30 of 30 Precincts Reported,"6,297"
state-representative-district-43,State Representative - District 43,Adela Falk,Republican,486,"4,619",10.522,30 of 30 Precincts Reported,"6,297"
state-representative-district-43,State Representative - District 43,Ed Lockwood,Republican,498,"4,619",10.782,30 of 30 Precincts Reported,"6,297"
state-representative-district-43,State Representative - District 43,Jamie Blair,Democratic,"1,678","1,678",100.000,30 of 30 Precincts Reported,"6,297"
state-representative-district-44,State Representative - District 44,Cheri Toalson Reisch,Republican,"2,754","2,754",100.000,16 of 16 Precincts Reported,"5,450"
state-representative-district-44,State Representative - District 44,Maren Bell Jones,Democratic,"2,696","2,696",100.000,16 of 16 Precincts Reported,"5,450"
state-representative-district-45,State Representative - District 45,Kip Kendrick,Democratic,"2,740","2,740",100.000,18 of 18 Precincts Reported,"2,740"
state-representative-district-46,State Representative - District 46,Cathy D. Richards,Republican,"2,151","2,151",100.000,20 of 20 Precincts Reported,"7,981"
state-representative-district-46,State Representative - District 46,Martha Stevens,Democratic,"5,819","5,819",100.000,20 of 20 Precincts Reported,"7,981"
state-representative-district-46,State Representative - District 46,William (Bill) Hastings,Green,11,11,100.000,20 of 20 Precincts Reported,"7,981"
state-representative-district-47,State Representative - District 47,Charles (Chuck) Basye,Republican,"3,361","3,361",100.000,26 of 26 Precincts Reported,"6,563"
state-representative-district-47,State Representative - District 47,Adrian Plank,Democratic,"3,202","3,202",100.000,26 of 26 Precincts Reported,"6,563"
state-representative-district-48,State Representative - District 48,Dave Muntzel,Republican,"4,954","4,954",100.000,34 of 34 Precincts Reported,"6,908"
state-representative-district-48,State Representative - District 48,Raymond (Jeff) Faubion,Democratic,"1,954","1,954",100.000,34 of 34 Precincts Reported,"6,908"
state-representative-district-49,State Representative - District 49,Travis Fitzwater,Republican,"4,621","4,621",100.000,19 of 19 Precincts Reported,"6,827"
state-representative-district-49,State Representative - District 49,Lisa Buhr,Democratic,"2,206","2,206",100.000,19 of 19 Precincts Reported,"6,827"
state-representative-district-50,State Representative - District 50,Sara Walsh,Republican,"5,217","5,217",100.000,30 of 30 Precincts Reported,"8,853"
state-representative-district-50,State Representative - District 50,Michela Skelton,Democratic,"3,636","3,636",100.000,30 of 30 Precincts Reported,"8,853"
state-representative-district-51,State Representative - District 51,Dean A. Dohrman,Republican,"3,358","3,358",100.000,20 of 20 Precincts Reported,"5,401"
state-representative-district-51,State Representative - District 51,Vince Lutterbie,Democratic,"1,999","1,999",100.000,20 of 20 Precincts Reported,"5,401"
state-representative-district-51,State Representative - District 51,William Truman (Bill) Wayne,Libertarian,44,44,100.000,20 of 20 Precincts Reported,"5,401"
state-representative-district-52,State Representative - District 52,Bradley Pollitt,Republican,"2,991","2,991",100.000,16 of 16 Precincts Reported,"4,601"
state-representative-district-52,State Representative - District 52,Dan Marshall,Democratic,"1,610","1,610",100.000,16 of 16 Precincts Reported,"4,601"
state-representative-district-53,State Representative - District 53,Glen Kolkmeyer,Republican,"4,443","4,443",100.000,22 of 22 Precincts Reported,"6,947"
state-representative-district-53,State Representative - District 53,Connie Simmons,Democratic,"2,504","2,504",100.000,22 of 22 Precincts Reported,"6,947"
state-representative-district-54,State Representative - District 54,Dan Houx,Republican,"4,237","4,237",100.000,15 of 15 Precincts Reported,"6,104"
state-representative-district-54,State Representative - District 54,James L. Williams,Democratic,"1,867","1,867",100.000,15 of 15 Precincts Reported,"6,104"
state-representative-district-55,State Representative - District 55,Mike Vinck,Republican,"1,595","5,585",28.559,21 of 21 Precincts Reported,"5,585"
state-representative-district-55,State Representative - District 55,Bing Schimmelpfenning,Republican,885,"5,585",15.846,21 of 21 Precincts Reported,"5,585"
state-representative-district-55,State Representative - District 55,Mike Haffner,Republican,"3,105","5,585",55.595,21 of 21 Precincts Reported,"5,585"
state-representative-district-56,State Representative - District 56,Jack Bondon,Republican,"3,740","3,740",100.000,23 of 23 Precincts Reported,"3,740"
state-representative-district-57,State Representative - District 57,Rodger L. Reedy,Republican,"5,611","5,611",100.000,30 of 30 Precincts Reported,"7,246"
state-representative-district-57,State Representative - District 57,Joan Shores,Democratic,"1,635","1,635",100.000,30 of 30 Precincts Reported,"7,246"
state-representative-district-58,State Representative - District 58,David Wood,Republican,"4,783","4,783",100.000,25 of 25 Precincts Reported,"4,783"
state-representative-district-59,State Representative - District 59,Karen Leydens,Republican,"1,899","7,266",26.135,22 of 22 Precincts Reported,"8,922"
state-representative-district-59,State Representative - District 59,Rudy L. Veit,Republican,"3,670","7,266",50.509,22 of 22 Precincts Reported,"8,922"
state-representative-district-59,State Representative - District 59,Kendra Lane,Republican,221,"7,266",3.042,22 of 22 Precincts Reported,"8,922"
state-representative-district-59,State Representative - District 59,Randy Dinwiddie,Republican,251,"7,266",3.454,22 of 22 Precincts Reported,"8,922"
state-representative-district-59,State Representative - District 59,Rik Combs,Republican,"1,225","7,266",16.859,22 of 22 Precincts Reported,"8,922"
state-representative-district-59,State Representative - District 59,Linda Ellen Greeson,Democratic,"1,656","1,656",100.000,22 of 22 Precincts Reported,"8,922"
state-representative-district-60,State Representative - District 60,Jane Beetem,Republican,"1,649","6,383",25.834,16 of 16 Precincts Reported,"9,060"
state-representative-district-60,State Representative - District 60,Pat Rowe Kerr,Republican,"1,483","6,383",23.234,16 of 16 Precincts Reported,"9,060"
state-representative-district-60,State Representative - District 60,Dave Griffith,Republican,"3,251","6,383",50.932,16 of 16 Precincts Reported,"9,060"
state-representative-district-60,State Representative - District 60,Kevin A Nelson,Democratic,991,"2,677",37.019,16 of 16 Precincts Reported,"9,060"
state-representative-district-60,State Representative - District 60,Sara Michael,Democratic,"1,686","2,677",62.981,16 of 16 Precincts Reported,"9,060"
state-representative-district-61,State Representative - District 61,Aaron D. Griesheimer,Republican,"6,897","6,897",100.000,43 of 43 Precincts Reported,"8,845"
state-representative-district-61,State Representative - District 61,Pamela A. Menefee,Democratic,"1,948","1,948",100.000,43 of 43 Precincts Reported,"8,845"
state-representative-district-62,State Representative - District 62,Tom Hurst,Republican,"6,309","6,309",100.000,49 of 49 Precincts Reported,"8,004"
state-representative-district-62,State Representative - District 62,Ashley D. Fajkowski,Democratic,"1,695","1,695",100.000,49 of 49 Precincts Reported,"8,004"
state-representative-district-63,State Representative - District 63,Bryan Spencer,Republican,"5,430","5,430",100.000,21 of 21 Precincts Reported,"9,305"
state-representative-district-63,State Representative - District 63,Janet Kester,Democratic,"3,816","3,816",100.000,21 of 21 Precincts Reported,"9,305"
state-representative-district-63,State Representative - District 63,Carl-herman Freese,Libertarian,59,59,100.000,21 of 21 Precincts Reported,"9,305"
state-representative-district-64,State Representative - District 64,Robert Cornejo,Republican,"5,206","5,206",100.000,19 of 19 Precincts Reported,"5,206"
state-representative-district-65,State Representative - District 65,Tom Hannegan,Republican,"4,018","4,018",100.000,17 of 17 Precincts Reported,"8,006"
state-representative-district-65,State Representative - District 65,Bill Otto,Democratic,"3,988","3,988",100.000,17 of 17 Precincts Reported,"8,006"
state-representative-district-66,State Representative - District 66,Khalil Abdul Mumin,Democratic,"1,464","6,187",23.663,21 of 21 Precincts Reported,"6,187"
state-representative-district-66,State Representative - District 66,"Tommie Pierson, Jr.",Democratic,"4,723","6,187",76.337,21 of 21 Precincts Reported,"6,187"
state-representative-district-67,State Representative - District 67,Patti Longworth,Republican,755,755,100.000,18 of 18 Precincts Reported,"9,954"
state-representative-district-67,State Representative - District 67,Alan K. Green,Democratic,"9,199","9,199",100.000,18 of 18 Precincts Reported,"9,954"
state-representative-district-68,State Representative - District 68,Jay Mosley,Democratic,"6,605","6,605",100.000,18 of 18 Precincts Reported,"6,605"
state-representative-district-69,State Representative - District 69,Adam Jenning,Republican,"1,558","1,558",100.000,19 of 19 Precincts Reported,"7,498"
state-representative-district-69,State Representative - District 69,Gretchen Bangert,Democratic,"5,896","5,896",100.000,19 of 19 Precincts Reported,"7,498"
state-representative-district-69,State Representative - District 69,Eric S. Harris,Libertarian,44,44,100.000,19 of 19 Precincts Reported,"7,498"
state-representative-district-70,State Representative - District 70,Mark Matthiesen,Republican,"3,034","3,034",100.000,33 of 33 Precincts Reported,"7,766"
state-representative-district-70,State Representative - District 70,Donald L. Klein,Democratic,611,"4,720",12.945,33 of 33 Precincts Reported,"7,766"
state-representative-district-70,State Representative - District 70,Gregory A Upchurch,Democratic,"1,055","4,720",22.352,33 of 33 Precincts Reported,"7,766"
state-representative-district-70,State Representative - District 70,Paula Brown,Democratic,"3,054","4,720",64.703,33 of 33 Precincts Reported,"7,766"
state-representative-district-70,State Representative - District 70,Carol Hexem,Green,12,12,100.000,33 of 33 Precincts Reported,"7,766"
state-representative-district-71,State Representative - District 71,LaDonna Appelbaum,Democratic,"5,014","5,884",85.214,24 of 24 Precincts Reported,"5,925"
state-representative-district-71,State Representative - District 71,Boris Abadzhyan,Democratic,870,"5,884",14.786,24 of 24 Precincts Reported,"5,925"
state-representative-district-71,State Representative - District 71,LaDonna Higgins,Libertarian,41,41,100.000,24 of 24 Precincts Reported,"5,925"
state-representative-district-72,State Representative - District 72,Bruce Buwalda,Republican,"1,807","1,807",100.000,28 of 28 Precincts Reported,"7,226"
state-representative-district-72,State Representative - District 72,Doug Clemens,Democratic,"2,135","5,419",39.398,28 of 28 Precincts Reported,"7,226"
state-representative-district-72,State Representative - District 72,Sheryl Gladney,Democratic,548,"5,419",10.113,28 of 28 Precincts Reported,"7,226"
state-representative-district-72,State Representative - District 72,Dan Wibracht,Democratic,"1,602","5,419",29.563,28 of 28 Precincts Reported,"7,226"
state-representative-district-72,State Representative - District 72,Jeanine Molloff,Democratic,298,"5,419",5.499,28 of 28 Precincts Reported,"7,226"
state-representative-district-72,State Representative - District 72,Eileen Grant McGeoghegan,Democratic,836,"5,419",15.427,28 of 28 Precincts Reported,"7,226"
state-representative-district-73,State Representative - District 73,Lee Smith,Democratic,"1,135","5,514",20.584,25 of 25 Precincts Reported,"5,514"
state-representative-district-73,State Representative - District 73,Floyd Blackwell,Democratic,"1,251","5,514",22.688,25 of 25 Precincts Reported,"5,514"
state-representative-district-73,State Representative - District 73,Raychel Proudie,Democratic,"3,128","5,514",56.728,25 of 25 Precincts Reported,"5,514"
state-representative-district-74,State Representative - District 74,Cora Faith Walker,Democratic,"5,325","5,325",100.000,22 of 22 Precincts Reported,"5,325"
state-representative-district-75,State Representative - District 75,Teona McGhaw-Boure',Democratic,"2,487","7,154",34.764,24 of 24 Precincts Reported,"7,154"
state-representative-district-75,State Representative - District 75,Alan Gray,Democratic,"4,667","7,154",65.236,24 of 24 Precincts Reported,"7,154"
state-representative-district-76,State Representative - District 76,Cydney E. Johnson,Democratic,204,"6,294",3.241,28 of 28 Precincts Reported,"6,294"
state-representative-district-76,State Representative - District 76,Damon Haymer,Democratic,213,"6,294",3.384,28 of 28 Precincts Reported,"6,294"
state-representative-district-76,State Representative - District 76,Marissa Brown,Democratic,"2,530","6,294",40.197,28 of 28 Precincts Reported,"6,294"
state-representative-district-76,State Representative - District 76,Chris Carter,Democratic,"3,347","6,294",53.178,28 of 28 Precincts Reported,"6,294"
state-representative-district-77,State Representative - District 77,Steve Roberts,Democratic,"3,202","6,042",52.996,25 of 25 Precincts Reported,"6,042"
state-representative-district-77,State Representative - District 77,Kimberly-Ann Collins,Democratic,"2,840","6,042",47.004,25 of 25 Precincts Reported,"6,042"
state-representative-district-78,State Representative - District 78,Bruce Franks Jr.,Democratic,"4,730","4,730",100.000,25 of 25 Precincts Reported,"4,730"
state-representative-district-79,State Representative - District 79,LaKeySha Bosley,Democratic,"3,385","6,740",50.223,31 of 31 Precincts Reported,"6,752"
state-representative-district-79,State Representative - District 79,J.P. Johnson,Democratic,"2,043","6,740",30.312,31 of 31 Precincts Reported,"6,752"
state-representative-district-79,State Representative - District 79,Reign Harris,Democratic,440,"6,740",6.528,31 of 31 Precincts Reported,"6,752"
state-representative-district-79,State Representative - District 79,Maxine Johnson,Democratic,872,"6,740",12.938,31 of 31 Precincts Reported,"6,752"
state-representative-district-79,State Representative - District 79,Dan Elder,Libertarian,12,12,100.000,31 of 31 Precincts Reported,"6,752"
state-representative-district-80,State Representative - District 80,Peter Merideth,Democratic,"6,258","7,887",79.346,28 of 28 Precincts Reported,"7,887"
state-representative-district-80,State Representative - District 80,Mariah Vandiver,Democratic,"1,629","7,887",20.654,28 of 28 Precincts Reported,"7,887"
state-representative-district-81,State Representative - District 81,Steve Butz,Democratic,"2,899","5,708",50.788,21 of 21 Precincts Reported,"5,708"
state-representative-district-81,State Representative - District 81,Travis Estes,Democratic,"2,809","5,708",49.212,21 of 21 Precincts Reported,"5,708"
state-representative-district-82,State Representative - District 82,Erik Shelquist,Republican,"1,365","1,365",100.000,23 of 23 Precincts Reported,"9,626"
state-representative-district-82,State Representative - District 82,Donna M.C. Baringer,Democratic,"6,090","8,261",73.720,23 of 23 Precincts Reported,"9,626"
state-representative-district-82,State Representative - District 82,Fred Kratky,Democratic,"2,171","8,261",26.280,23 of 23 Precincts Reported,"9,626"
state-representative-district-83,State Representative - District 83,Gina Mitten,Democratic,"7,445","7,445",100.000,27 of 27 Precincts Reported,"7,502"
state-representative-district-83,State Representative - District 83,Andrew Bolin,Libertarian,57,57,100.000,27 of 27 Precincts Reported,"7,502"
state-representative-district-84,State Representative - District 84,Wiley Price IV,Democratic,"3,710","6,613",56.102,25 of 25 Precincts Reported,"6,613"
state-representative-district-84,State Representative - District 84,Brad Bakker,Democratic,"2,903","6,613",43.898,25 of 25 Precincts Reported,"6,613"
state-representative-district-85,State Representative - District 85,Steven McKnight,Republican,678,678,100.000,27 of 27 Precincts Reported,"7,703"
state-representative-district-85,State Representative - District 85,"Kevin L. Windham, Jr.",Democratic,"3,070","7,025",43.701,27 of 27 Precincts Reported,"7,703"
state-representative-district-85,State Representative - District 85,Errol S. Bush,Democratic,"2,535","7,025",36.085,27 of 27 Precincts Reported,"7,703"
state-representative-district-85,State Representative - District 85,Jacob Walters,Democratic,423,"7,025",6.021,27 of 27 Precincts Reported,"7,703"
state-representative-district-85,State Representative - District 85,Eric B. Reese,Democratic,997,"7,025",14.192,27 of 27 Precincts Reported,"7,703"
state-representative-district-86,State Representative - District 86,Farrakhan Shegog,Democratic,"2,662","8,709",30.566,24 of 24 Precincts Reported,"8,709"
state-representative-district-86,State Representative - District 86,Maria N. Chappelle-Nadal,Democratic,"4,388","8,709",50.385,24 of 24 Precincts Reported,"8,709"
state-representative-district-86,State Representative - District 86,Gloria (Glo) Nickerson,Democratic,"1,060","8,709",12.171,24 of 24 Precincts Reported,"8,709"
state-representative-district-86,State Representative - District 86,Bobby Shields,Democratic,599,"8,709",6.878,24 of 24 Precincts Reported,"8,709"
state-representative-district-87,State Representative - District 87,Steven G. Bailey,Republican,"1,386","1,386",100.000,26 of 26 Precincts Reported,"9,168"
state-representative-district-87,State Representative - District 87,Ian Mackey,Democratic,"3,958","7,771",50.933,26 of 26 Precincts Reported,"9,168"
state-representative-district-87,State Representative - District 87,Sam K. Gladney,Democratic,"3,813","7,771",49.067,26 of 26 Precincts Reported,"9,168"
state-representative-district-87,State Representative - District 87,Robert W. Warbin,Green,11,11,100.000,26 of 26 Precincts Reported,"9,168"
state-representative-district-88,State Representative - District 88,Karan Pujji,Republican,883,"2,168",40.729,30 of 30 Precincts Reported,"8,690"
state-representative-district-88,State Representative - District 88,Lloyd Nolan,Republican,"1,285","2,168",59.271,30 of 30 Precincts Reported,"8,690"
state-representative-district-88,State Representative - District 88,Tracy McCreery,Democratic,"6,474","6,474",100.000,30 of 30 Precincts Reported,"8,690"
state-representative-district-88,State Representative - District 88,Stephen Johnson,Libertarian,48,48,100.000,30 of 30 Precincts Reported,"8,690"
state-representative-district-89,State Representative - District 89,Dean Plocher,Republican,"3,979","3,979",100.000,33 of 33 Precincts Reported,"9,201"
state-representative-district-89,State Representative - District 89,Kevin FitzGerald,Democratic,"5,222","5,222",100.000,33 of 33 Precincts Reported,"9,201"
state-representative-district-90,State Representative - District 90,Deb Lavender,Democratic,"8,189","8,189",100.000,24 of 24 Precincts Reported,"8,189"
state-representative-district-91,State Representative - District 91,Jennifer Bird,Republican,"2,407","2,407",100.000,25 of 25 Precincts Reported,"10,940"
state-representative-district-91,State Representative - District 91,Sarah Unsicker,Democratic,"8,476","8,476",100.000,25 of 25 Precincts Reported,"10,940"
state-representative-district-91,State Representative - District 91,James Scariot,Libertarian,57,57,100.000,25 of 25 Precincts Reported,"10,940"
state-representative-district-92,State Representative - District 92,Bill Heisse,Republican,"2,413","2,413",100.000,22 of 22 Precincts Reported,"8,304"
state-representative-district-92,State Representative - District 92,Doug Beck,Democratic,"5,891","5,891",100.000,22 of 22 Precincts Reported,"8,304"
state-representative-district-93,State Representative - District 93,Bob Burns,Democratic,"4,116","4,116",100.000,20 of 20 Precincts Reported,"4,116"
state-representative-district-94,State Representative - District 94,Ron Rammaha,Republican,842,"2,924",28.796,20 of 20 Precincts Reported,"7,155"
state-representative-district-94,State Representative - District 94,Jim Murphy,Republican,"2,082","2,924",71.204,20 of 20 Precincts Reported,"7,155"
state-representative-district-94,State Representative - District 94,Jean Pretto,Democratic,"4,231","4,231",100.000,20 of 20 Precincts Reported,"7,155"
state-representative-district-95,State Representative - District 95,Joe Patterson,Republican,"1,947","3,977",48.956,16 of 16 Precincts Reported,"8,965"
state-representative-district-95,State Representative - District 95,Michael A. ODonnell,Republican,"2,030","3,977",51.044,16 of 16 Precincts Reported,"8,965"
state-representative-district-95,State Representative - District 95,Mike Walter,Democratic,"4,988","4,988",100.000,16 of 16 Precincts Reported,"8,965"
state-representative-district-96,State Representative - District 96,David J. Gregory,Republican,"4,380","4,380",100.000,28 of 28 Precincts Reported,"9,858"
state-representative-district-96,State Representative - District 96,Erica Hoffman,Democratic,"5,478","5,478",100.000,28 of 28 Precincts Reported,"9,858"
state-representative-district-97,State Representative - District 97,Mary Elizabeth Coleman,Republican,"1,772","4,124",42.968,14 of 14 Precincts Reported,"7,423"
state-representative-district-97,State Representative - District 97,Phil Amato,Republican,922,"4,124",22.357,14 of 14 Precincts Reported,"7,423"
state-representative-district-97,State Representative - District 97,David C. Linton,Republican,"1,430","4,124",34.675,14 of 14 Precincts Reported,"7,423"
state-representative-district-97,State Representative - District 97,Mike Revis,Democratic,"3,299","3,299",100.000,14 of 14 Precincts Reported,"7,423"
state-representative-district-98,State Representative - District 98,Shamed Dogan,Republican,"3,686","3,686",100.000,20 of 20 Precincts Reported,"7,695"
state-representative-district-98,State Representative - District 98,Charles Triplett,Democratic,"4,009","4,009",100.000,20 of 20 Precincts Reported,"7,695"
state-representative-district-99,State Representative - District 99,Jean Evans,Republican,"3,039","3,039",100.000,25 of 25 Precincts Reported,"7,433"
state-representative-district-99,State Representative - District 99,Mike LaBozzetta,Democratic,"4,394","4,394",100.000,25 of 25 Precincts Reported,"7,433"
state-representative-district-100,State Representative - District 100,Derek Grier,Republican,"4,087","4,087",100.000,32 of 32 Precincts Reported,"8,764"
state-representative-district-100,State Representative - District 100,Helena Webb,Democratic,"4,677","4,677",100.000,32 of 32 Precincts Reported,"8,764"
state-representative-district-101,State Representative - District 101,Bruce DeGroot,Republican,"3,897","3,897",100.000,22 of 22 Precincts Reported,"7,078"
state-representative-district-101,State Representative - District 101,Genevieve Steidtmann,Democratic,"3,181","3,181",100.000,22 of 22 Precincts Reported,"7,078"
state-representative-district-102,State Representative - District 102,Ron Hicks,Republican,"2,281","4,558",50.044,20 of 20 Precincts Reported,"7,699"
state-representative-district-102,State Representative - District 102,Bryan Cooper,Republican,"2,277","4,558",49.956,20 of 20 Precincts Reported,"7,699"
state-representative-district-102,State Representative - District 102,John F. Foster,Democratic,"1,578","3,141",50.239,20 of 20 Precincts Reported,"7,699"
state-representative-district-102,State Representative - District 102,Gary Wester,Democratic,"1,563","3,141",49.761,20 of 20 Precincts Reported,"7,699"
state-representative-district-103,State Representative - District 103,John D. Wiemann,Republican,"4,765","4,765",100.000,22 of 22 Precincts Reported,"8,181"
state-representative-district-103,State Representative - District 103,Jim Klenc,Democratic,"3,416","3,416",100.000,22 of 22 Precincts Reported,"8,181"
state-representative-district-104,State Representative - District 104,Adam Schnelting,Republican,"3,909","3,909",100.000,14 of 14 Precincts Reported,"7,660"
state-representative-district-104,State Representative - District 104,Peggy Sherwin,Democratic,"3,751","3,751",100.000,14 of 14 Precincts Reported,"7,660"
state-representative-district-105,State Representative - District 105,Phil Christofanelli,Republican,"4,471","4,471",100.000,17 of 17 Precincts Reported,"8,446"
state-representative-district-105,State Representative - District 105,Scott Cernicek,Democratic,"2,396","3,919",61.138,17 of 17 Precincts Reported,"8,446"
state-representative-district-105,State Representative - District 105,Denny Braun,Democratic,"1,523","3,919",38.862,17 of 17 Precincts Reported,"8,446"
state-representative-district-105,State Representative - District 105,Bill Slantz,Libertarian,56,56,100.000,17 of 17 Precincts Reported,"8,446"
state-representative-district-106,State Representative - District 106,Chrissy Sommer,Republican,"3,744","3,744",100.000,13 of 13 Precincts Reported,"7,067"
state-representative-district-106,State Representative - District 106,Jackie Sclair,Democratic,"3,323","3,323",100.000,13 of 13 Precincts Reported,"7,067"
state-representative-district-107,State Representative - District 107,Nick Schroer,Republican,"4,136","4,136",100.000,18 of 18 Precincts Reported,"7,597"
state-representative-district-107,State Representative - District 107,Curtis Wylde,Democratic,"3,461","3,461",100.000,18 of 18 Precincts Reported,"7,597"
state-representative-district-108,State Representative - District 108,Justin Hill,Republican,"4,498","4,498",100.000,16 of 16 Precincts Reported,"7,777"
state-representative-district-108,State Representative - District 108,Betty Vining,Democratic,"3,279","3,279",100.000,16 of 16 Precincts Reported,"7,777"
state-representative-district-109,State Representative - District 109,John Simmons,Republican,"2,868","7,485",38.317,21 of 21 Precincts Reported,"9,752"
state-representative-district-109,State Representative - District 109,Bob Oreskovic,Republican,"2,421","7,485",32.345,21 of 21 Precincts Reported,"9,752"
state-representative-district-109,State Representative - District 109,Kevin Juergens,Republican,"2,196","7,485",29.339,21 of 21 Precincts Reported,"9,752"
state-representative-district-109,State Representative - District 109,James Cordrey,Democratic,"2,267","2,267",100.000,21 of 21 Precincts Reported,"9,752"
state-representative-district-110,State Representative - District 110,Dottie Bailey,Republican,"2,819","4,732",59.573,23 of 23 Precincts Reported,"7,658"
state-representative-district-110,State Representative - District 110,Matt Doell,Republican,"1,913","4,732",40.427,23 of 23 Precincts Reported,"7,658"
state-representative-district-110,State Representative - District 110,Cody Kelley,Democratic,"2,926","2,926",100.000,23 of 23 Precincts Reported,"7,658"
state-representative-district-111,State Representative - District 111,Shane Roden,Republican,"2,929","5,243",55.865,16 of 16 Precincts Reported,"8,404"
state-representative-district-111,State Representative - District 111,Gary Bonacker,Republican,"2,314","5,243",44.135,16 of 16 Precincts Reported,"8,404"
state-representative-district-111,State Representative - District 111,Phoebe Ottomeyer,Democratic,"3,161","3,161",100.000,16 of 16 Precincts Reported,"8,404"
state-representative-district-112,State Representative - District 112,Rob Vescovo,Republican,"4,150","4,150",100.000,18 of 18 Precincts Reported,"7,562"
state-representative-district-112,State Representative - District 112,Benjamin Hagin,Democratic,"3,412","3,412",100.000,18 of 18 Precincts Reported,"7,562"
state-representative-district-113,State Representative - District 113,Dan Shaul,Republican,"3,448","3,448",100.000,11 of 11 Precincts Reported,"6,799"
state-representative-district-113,State Representative - District 113,Karen Settlemoir-Berg,Democratic,"3,351","3,351",100.000,11 of 11 Precincts Reported,"6,799"
state-representative-district-114,State Representative - District 114,Becky Ruth,Republican,"4,261","4,261",100.000,14 of 14 Precincts Reported,"7,534"
state-representative-district-114,State Representative - District 114,Dennis McDonald,Democratic,"3,273","3,273",100.000,14 of 14 Precincts Reported,"7,534"
state-representative-district-115,State Representative - District 115,Elaine Freeman Gannon,Republican,"3,308","4,314",76.681,23 of 23 Precincts Reported,"4,314"
state-representative-district-115,State Representative - District 115,Marvin Fricke,Republican,"1,006","4,314",23.319,23 of 23 Precincts Reported,"4,314"
state-representative-district-116,State Representative - District 116,Dale L. Wright,Republican,"3,601","3,601",100.000,26 of 26 Precincts Reported,"6,691"
state-representative-district-116,State Representative - District 116,Bill Kraemer,Democratic,"3,090","3,090",100.000,26 of 26 Precincts Reported,"6,691"
